,Station,GTPName,DT,Year,Month,Day,Hour,TG,RSV_volume,RD_volume,RSV_Price,AVG_Price
198,Ставропольская ГРЭС           ,GSTAGRE4,2020-02-01 09:00:00,2020,2,1,9,155.0,98.178,56.822,1682.59376,1667.01161
199,Ставропольская ГРЭС           ,GSTAGRE2,2020-02-01 10:00:00,2020,2,1,10,280.0,158.388,121.612,1695.47422,1695.47421
200,Ставропольская ГРЭС           ,GSTAGRE1,2020-02-01 11:00:00,2020,2,1,11,140.0,79.393,60.607,1691.38425,1691.38421
201,Рязанская ГРЭС                ,GRYAZGR4,2020-02-01 12:00:00,2020,2,1,12,0.0,0.0,10.222,0.0,1436.4153
202,Рязанская ГРЭС                ,GRYAZGR3,2020-02-01 13:00:00,2020,2,1,13,0.0,0.0,16.292,0.0,1463.8514
203,Рязанская ГРЭС                ,GRYAZGR2,2020-02-01 14:00:00,2020,2,1,14,0.0,0.0,20.444,0.0,1445.4824
204,Рязанская ГРЭС                ,GRYAZGR1,2020-02-01 15:00:00,2020,2,1,15,0.0,0.0,62.904,0.0,1396.9276
205,Псковская ГРЭС                ,GPSKOGR2,2020-02-01 16:00:00,2020,2,1,16,0.0,0.0,1.771,0.0,1291.7198
206,Псковская ГРЭС                ,GPSKOGR1,2020-02-01 17:00:00,2020,2,1,17,0.0,0.0,1.769,0.0,1348.3527
207,Новочеркасская ГРЭС           ,GNCHEGRE,2020-02-01 18:00:00,2020,2,1,18,450.0,278.906,171.094,1676.2103,1676.21031
208,Новочеркасская ГРЭС           ,GNCHEGR3,2020-02-01 19:00:00,2020,2,1,19,450.0,125.701,324.299,1636.03201,1636.032
209,Новочеркасская ГРЭС           ,GNCHEGR1,2020-02-01 20:00:00,2020,2,1,20,0.0,0.0,0.0,0.0,1619.2712
210,ГРЭС-24                       ,GMOSEN29,2020-02-01 21:00:00,2020,2,1,21,0.0,0.0,30.5,0.0,1414.931
211,Киришская ГРЭС                ,GKIRITES,2020-02-01 22:00:00,2020,2,1,22,175.0,147.508,27.492,985.12847,985.12851
212,Киришская ГРЭС                ,GKIRGRES,2020-02-01 23:00:00,2020,2,1,23,0.0,0.0,0.0,0.0,898.711
213,Киришская ГРЭС                ,GKIRGRE5,2020-02-02 00:00:00,2020,2,2,0,0.0,0.0,0.24,0.0,900.8889
214,Киришская ГРЭС                ,GKIRGR02,2020-02-02 01:00:00,2020,2,2,1,385.183,349.924,35.259,841.52436,841.52434
215,Грозненская ТЭС               ,GCHECHE2,2020-02-02 02:00:00,2020,2,2,2,81.0,75.815,5.185,1154.12544,1154.12556
216,Грозненская ТЭС               ,GCHECHE1,2020-02-02 03:00:00,2020,2,2,3,79.0,76.642,2.358,1125.81196,1125.8119
217,Адлерская ТЭС                 ,GADLERT2,2020-02-02 04:00:00,2020,2,2,4,0.0,0.0,12.287,0.0,1082.9573
218,Адлерская ТЭС                 ,GADLERT1,2020-02-02 05:00:00,2020,2,2,5,183.0,165.97,17.03,1112.32958,1112.32962
219,Красноярская ГРЭС-2           ,GKRASGR2,2020-02-02 05:00:00,2020,2,2,5,136.0,77.467,58.533,803.57365,803.57368
220,Красноярская ГРЭС-2           ,GKRASGR1,2020-02-02 06:00:00,2020,2,2,6,364.0,207.338,156.662,812.1626,812.16261
221,Череповецкая ГРЭС             ,GVOLOGE1,2020-02-02 07:00:00,2020,2,2,7,0.0,0.0,23.993,0.0,867.8329
222,Череповецкая ГРЭС             ,GVOLOG10,2020-02-02 08:00:00,2020,2,2,8,422.5,350.4,72.1,917.7353,917.73529
223,Сургутская ГРЭС-1             ,GTUMENE2,2020-02-02 09:00:00,2020,2,2,9,1398.0,1082.367,315.633,888.98363,888.98363
224,Сургутская ГРЭС-1             ,GTUMENE1,2020-02-02 10:00:00,2020,2,2,10,827.75,640.864,186.886,900.33271,900.33271
225,Троицкая ГРЭС                 ,GTROIGR4,2020-02-02 11:00:00,2020,2,2,11,0.0,0.0,21.235,0.0,1071.5634
226,Троицкая ГРЭС                 ,GTROIGR3,2020-02-02 12:00:00,2020,2,2,12,0.0,0.0,0.0,0.0,1072.1427
227,Троицкая ГРЭС                 ,GTROIGR1,2020-02-02 13:00:00,2020,2,2,13,35.0,35.0,0.0,1071.09971,1071.09971
228,Серовская ГРЭС                ,GSVERD30,2020-02-02 14:00:00,2020,2,2,14,427.68,359.807,67.873,1039.40871,1039.40869
229,Ставропольская ГРЭС           ,GSTAGRE6,2020-02-02 15:00:00,2020,2,2,15,0.0,0.0,0.0,0.0,1646.177
230,Ставропольская ГРЭС           ,GSTAGRE5,2020-02-02 16:00:00,2020,2,2,16,165.0,108.178,56.822,1665.1394,1648.7417
231,Ставропольская ГРЭС           ,GSTAGRE4,2020-02-02 17:00:00,2020,2,2,17,155.0,98.178,56.822,1672.81183,1655.46561
232,Ставропольская ГРЭС           ,GSTAGRE2,2020-02-02 18:00:00,2020,2,2,18,280.0,91.286,188.714,1716.43001,1716.43
233,Ставропольская ГРЭС           ,GSTAGRE1,2020-02-02 19:00:00,2020,2,2,19,140.0,45.951,94.049,1726.09171,1726.09179
234,Рязанская ГРЭС                ,GRYAZGR4,2020-02-02 20:00:00,2020,2,2,20,0.0,0.0,20.763,0.0,1275.9004
235,Рязанская ГРЭС                ,GRYAZGR3,2020-02-02 21:00:00,2020,2,2,21,0.0,0.0,33.092,0.0,1297.577
236,Рязанская ГРЭС                ,GRYAZGR2,2020-02-02 22:00:00,2020,2,2,22,0.0,0.0,7.985,0.0,1165.4647
237,Рязанская ГРЭС                ,GRYAZGR1,2020-02-02 23:00:00,2020,2,2,23,0.0,0.0,24.573,0.0,1011.05176
238,Псковская ГРЭС                ,GPSKOGR2,2020-02-03 00:00:00,2020,2,3,0,0.0,0.0,0.879,0.0,974.52826
239,Псковская ГРЭС                ,GPSKOGR1,2020-02-03 01:00:00,2020,2,3,1,0.0,0.0,0.878,0.0,896.8097
240,Новочеркасская ГРЭС           ,GNCHEGRE,2020-02-03 02:00:00,2020,2,3,2,450.0,417.097,32.903,991.71703,991.71704
241,Новочеркасская ГРЭС           ,GNCHEGR3,2020-02-03 03:00:00,2020,2,3,3,450.0,387.635,62.365,998.14351,998.14351
242,Новочеркасская ГРЭС           ,GNCHEGR1,2020-02-03 04:00:00,2020,2,3,4,0.0,0.0,0.0,0.0,1022.4176
243,ГРЭС-24                       ,GMOSEN29,2020-02-03 05:00:00,2020,2,3,5,0.0,0.0,5.865,0.0,1051.964
244,Киришская ГРЭС                ,GKIRITES,2020-02-03 06:00:00,2020,2,3,6,175.0,153.479,21.521,1087.69089,1087.69091
245,Киришская ГРЭС                ,GKIRGRES,2020-02-03 07:00:00,2020,2,3,7,0.0,0.0,0.0,0.0,1210.402
246,Киришская ГРЭС                ,GKIRGRE5,2020-02-03 08:00:00,2020,2,3,8,0.0,0.0,0.603,0.0,1296.8066
247,Киришская ГРЭС                ,GKIRGR02,2020-02-03 09:00:00,2020,2,3,9,795.0,704.734,90.266,1333.0677,1333.0677
248,Грозненская ТЭС               ,GCHECHE2,2020-02-03 10:00:00,2020,2,3,10,173.4,167.232,6.168,1873.17409,1873.17411
249,Грозненская ТЭС               ,GCHECHE1,2020-02-03 11:00:00,2020,2,3,11,173.4,167.363,6.037,1861.98078,1861.9808
250,Адлерская ТЭС                 ,GADLERT2,2020-02-03 12:00:00,2020,2,3,12,0.0,0.0,31.232,0.0,1882.3558
251,Адлерская ТЭС                 ,GADLERT1,2020-02-03 13:00:00,2020,2,3,13,183.0,164.019,18.981,1882.9774,1882.97738
252,Псковская ГРЭС                ,GPSKOGR1,2020-02-01 00:00:00,2020,2,1,0,0.0,0.0,0.878,0.0,970.8283
253,Новочеркасская ГРЭС           ,GNCHEGRE,2020-02-01 01:00:00,2020,2,1,1,225.0,192.097,32.903,1061.24021,1061.24022
254,Новочеркасская ГРЭС           ,GNCHEGR3,2020-02-01 02:00:00,2020,2,1,2,450.0,387.635,62.365,1027.11881,1027.1188
255,Новочеркасская ГРЭС           ,GNCHEGR1,2020-02-01 03:00:00,2020,2,1,3,0.0,0.0,0.0,0.0,1019.593
256,ГРЭС-24                       ,GMOSEN29,2020-02-01 04:00:00,2020,2,1,4,0.0,0.0,5.865,0.0,904.74426
257,Киришская ГРЭС                ,GKIRITES,2020-02-01 05:00:00,2020,2,1,5,175.0,147.508,27.492,827.63667,827.63669
258,Киришская ГРЭС                ,GKIRGRES,2020-02-01 06:00:00,2020,2,1,6,0.0,0.0,0.0,0.0,870.07056
259,Киришская ГРЭС                ,GKIRGRE5,2020-02-01 07:00:00,2020,2,1,7,0.0,0.0,0.75,0.0,864.31744
260,Киришская ГРЭС                ,GKIRGR02,2020-02-01 08:00:00,2020,2,1,8,585.0,494.734,90.266,1010.1618,1010.16179
261,Грозненская ТЭС               ,GCHECHE2,2020-02-01 09:00:00,2020,2,1,9,81.0,74.832,6.168,1840.99222,1840.99222
262,Грозненская ТЭС               ,GCHECHE1,2020-02-01 10:00:00,2020,2,1,10,173.4,167.363,6.037,1843.00562,1843.00559
263,Адлерская ТЭС                 ,GADLERT2,2020-02-01 11:00:00,2020,2,1,11,0.0,0.0,31.232,0.0,1756.2666
264,Адлерская ТЭС                 ,GADLERT1,2020-02-01 12:00:00,2020,2,1,12,183.0,164.019,18.981,1737.19411,1737.1941
265,Красноярская ГРЭС-2           ,GKRASGR2,2020-02-01 12:00:00,2020,2,1,12,136.0,77.467,58.533,819.86536,819.86537
266,Красноярская ГРЭС-2           ,GKRASGR1,2020-02-01 13:00:00,2020,2,1,13,364.0,209.06,154.94,825.47953,825.47956
267,Череповецкая ГРЭС             ,GVOLOGE1,2020-02-01 14:00:00,2020,2,1,14,0.0,0.0,19.304,0.0,1267.9647
268,Череповецкая ГРЭС             ,GVOLOG10,2020-02-01 15:00:00,2020,2,1,15,427.5,355.4,72.1,1250.35619,1250.35621
269,Сургутская ГРЭС-1             ,GTUMENE2,2020-02-01 16:00:00,2020,2,1,16,1398.0,1082.367,315.633,898.34546,898.34546
270,Сургутская ГРЭС-1             ,GTUMENE1,2020-02-01 17:00:00,2020,2,1,17,827.75,640.864,186.886,891.88121,891.88121
271,Троицкая ГРЭС                 ,GTROIGR4,2020-02-01 18:00:00,2020,2,1,18,0.0,0.0,43.133,0.0,1115.5195
272,Троицкая ГРЭС                 ,GTROIGR3,2020-02-01 19:00:00,2020,2,1,19,0.0,0.0,0.0,0.0,1092.1597
273,Троицкая ГРЭС                 ,GTROIGR1,2020-02-01 20:00:00,2020,2,1,20,35.0,35.0,0.0,1068.478,1068.478
274,Серовская ГРЭС                ,GSVERD30,2020-02-01 21:00:00,2020,2,1,21,427.68,333.274,94.406,950.00831,950.0083
275,Ставропольская ГРЭС           ,GSTAGRE6,2020-02-01 22:00:00,2020,2,1,22,0.0,0.0,0.0,0.0,1623.2101
276,Ставропольская ГРЭС           ,GSTAGRE5,2020-02-01 23:00:00,2020,2,1,23,165.0,129.233,35.767,1260.47496,1193.96291
277,Ставропольская ГРЭС           ,GSTAGRE4,2020-02-02 00:00:00,2020,2,2,0,155.0,119.233,35.767,1259.47473,1186.14981
278,Ставропольская ГРЭС           ,GSTAGRE2,2020-02-02 01:00:00,2020,2,2,1,280.0,203.449,76.551,1090.6931,1090.69311
279,Ставропольская ГРЭС           ,GSTAGRE1,2020-02-02 02:00:00,2020,2,2,2,140.0,101.849,38.151,1042.5581,1042.55807
280,Рязанская ГРЭС                ,GRYAZGR4,2020-02-02 03:00:00,2020,2,2,3,0.0,0.0,3.992,0.0,878.6164
281,Рязанская ГРЭС                ,GRYAZGR3,2020-02-02 04:00:00,2020,2,2,4,0.0,0.0,6.364,0.0,904.64044
282,Рязанская ГРЭС                ,GRYAZGR2,2020-02-02 05:00:00,2020,2,2,5,0.0,0.0,7.985,0.0,938.66486
283,Рязанская ГРЭС                ,GRYAZGR1,2020-02-02 06:00:00,2020,2,2,6,0.0,0.0,78.631,0.0,952.08527
284,Псковская ГРЭС                ,GPSKOGR2,2020-02-02 07:00:00,2020,2,2,7,0.0,0.0,2.089,0.0,866.3541
285,Псковская ГРЭС                ,GPSKOGR1,2020-02-02 08:00:00,2020,2,2,8,0.0,0.0,1.769,0.0,922.1122
286,Новочеркасская ГРЭС           ,GNCHEGRE,2020-02-02 09:00:00,2020,2,2,9,450.0,365.769,84.231,1557.18199,1557.182
287,Новочеркасская ГРЭС           ,GNCHEGR3,2020-02-02 10:00:00,2020,2,2,10,450.0,290.345,159.655,1590.39949,1590.39951
288,Новочеркасская ГРЭС           ,GNCHEGR1,2020-02-02 11:00:00,2020,2,2,11,0.0,0.0,0.0,0.0,1590.9421
289,ГРЭС-24                       ,GMOSEN29,2020-02-02 12:00:00,2020,2,2,12,0.0,0.0,15.016,0.0,1258.8702
290,Киришская ГРЭС                ,GKIRITES,2020-02-02 13:00:00,2020,2,2,13,175.0,148.219,26.781,1110.32978,1110.32983
291,Киришская ГРЭС                ,GKIRGRES,2020-02-02 14:00:00,2020,2,2,14,0.0,0.0,0.0,0.0,1114.6512
292,Киришская ГРЭС                ,GKIRGRE5,2020-02-02 15:00:00,2020,2,2,15,0.0,0.0,0.603,0.0,1098.732
293,Киришская ГРЭС                ,GKIRGR02,2020-02-02 16:00:00,2020,2,2,16,710.0,619.734,90.266,1117.73559,1117.73561
294,Грозненская ТЭС               ,GCHECHE2,2020-02-02 17:00:00,2020,2,2,17,81.0,74.832,6.168,1840.98902,1840.98901
295,Грозненская ТЭС               ,GCHECHE1,2020-02-02 18:00:00,2020,2,2,18,173.4,161.138,12.262,1843.00488,1843.0049
296,Адлерская ТЭС                 ,GADLERT2,2020-02-02 19:00:00,2020,2,2,19,0.0,0.0,63.269,0.0,1860.4531
297,Адлерская ТЭС                 ,GADLERT1,2020-02-02 20:00:00,2020,2,2,20,183.0,162.16,20.84,1858.09447,1858.09448
298,Красноярская ГРЭС-2           ,GKRASGR2,2020-02-02 20:00:00,2020,2,2,20,136.0,109.792,26.208,808.39442,808.39441
299,Красноярская ГРЭС-2           ,GKRASGR1,2020-02-02 21:00:00,2020,2,2,21,364.0,293.856,70.144,811.91063,811.91063
300,Череповецкая ГРЭС             ,GVOLOGE1,2020-02-02 22:00:00,2020,2,2,22,0.0,0.0,7.531,0.0,1041.0564
301,Череповецкая ГРЭС             ,GVOLOG10,2020-02-02 23:00:00,2020,2,2,23,232.5,202.81,29.69,943.20265,938.61088
302,Сургутская ГРЭС-1             ,GTUMENE2,2020-02-03 00:00:00,2020,2,3,0,1398.0,1232.833,165.167,863.12269,863.1227
303,Сургутская ГРЭС-1             ,GTUMENE1,2020-02-03 01:00:00,2020,2,3,1,764.406,666.611,97.795,864.48554,864.30622
304,Троицкая ГРЭС                 ,GTROIGR4,2020-02-03 02:00:00,2020,2,3,2,0.0,0.0,8.295,0.0,906.9827
305,Троицкая ГРЭС                 ,GTROIGR3,2020-02-03 03:00:00,2020,2,3,3,0.0,0.0,0.0,0.0,915.11554
306,Троицкая ГРЭС                 ,GTROIGR1,2020-02-03 04:00:00,2020,2,3,4,35.0,35.0,0.0,956.71429,956.71429
307,Серовская ГРЭС                ,GSVERD30,2020-02-03 05:00:00,2020,2,3,5,427.68,377.643,50.037,999.08874,999.08876
308,Ставропольская ГРЭС           ,GSTAGRE6,2020-02-03 06:00:00,2020,2,3,6,0.0,0.0,0.0,0.0,1408.3442
309,Ставропольская ГРЭС           ,GSTAGRE5,2020-02-03 07:00:00,2020,2,3,7,165.0,105.033,59.967,1655.83731,1637.31703
310,Ставропольская ГРЭС           ,GSTAGRE4,2020-02-03 08:00:00,2020,2,3,8,155.0,98.178,56.822,1704.61539,1693.00452
311,Ставропольская ГРЭС           ,GSTAGRE2,2020-02-03 09:00:00,2020,2,3,9,280.0,158.388,121.612,1772.76372,1772.76371
312,Ставропольская ГРЭС           ,GSTAGRE1,2020-02-03 10:00:00,2020,2,3,10,140.0,79.393,60.607,1769.00004,1769.00007
313,Рязанская ГРЭС                ,GRYAZGR4,2020-02-03 11:00:00,2020,2,3,11,0.0,0.0,10.222,0.0,1639.5989
314,Рязанская ГРЭС                ,GRYAZGR3,2020-02-03 12:00:00,2020,2,3,12,0.0,0.0,16.292,0.0,1636.6565
315,Ставропольская ГРЭС           ,GSTAGRE6,2020-02-01 00:00:00,2020,2,1,0,0.0,0.0,0.0,0.0,1205.5061
316,Ставропольская ГРЭС           ,GSTAGRE5,2020-02-01 01:00:00,2020,2,1,1,0.0,0.0,0.0,0.0,1125.2594
317,Ставропольская ГРЭС           ,GSTAGRE4,2020-02-01 02:00:00,2020,2,1,2,155.0,96.929,58.071,1192.34966,1086.77342
318,Ставропольская ГРЭС           ,GSTAGRE2,2020-02-01 03:00:00,2020,2,1,3,140.0,81.678,58.322,1075.88335,1075.88343
319,Ставропольская ГРЭС           ,GSTAGRE1,2020-02-01 04:00:00,2020,2,1,4,140.0,88.248,51.752,1060.03218,1060.03221
320,Рязанская ГРЭС                ,GRYAZGR4,2020-02-01 05:00:00,2020,2,1,5,0.0,0.0,3.992,0.0,924.1034
321,Рязанская ГРЭС                ,GRYAZGR3,2020-02-01 06:00:00,2020,2,1,6,0.0,0.0,20.365,0.0,991.0814
322,Рязанская ГРЭС                ,GRYAZGR2,2020-02-01 07:00:00,2020,2,1,7,0.0,0.0,25.555,0.0,991.4221
323,Рязанская ГРЭС                ,GRYAZGR1,2020-02-01 08:00:00,2020,2,1,8,0.0,0.0,62.904,0.0,1144.4933
324,Псковская ГРЭС                ,GPSKOGR2,2020-02-01 09:00:00,2020,2,1,9,0.0,0.0,1.771,0.0,1263.2307
325,Псковская ГРЭС                ,GPSKOGR1,2020-02-01 10:00:00,2020,2,1,10,0.0,0.0,1.769,0.0,1307.4276
326,Новочеркасская ГРЭС           ,GNCHEGRE,2020-02-01 11:00:00,2020,2,1,11,450.0,365.769,84.231,1617.54599,1617.546
327,Новочеркасская ГРЭС           ,GNCHEGR3,2020-02-01 12:00:00,2020,2,1,12,450.0,290.345,159.655,1608.4681,1608.46811
328,Новочеркасская ГРЭС           ,GNCHEGR1,2020-02-01 13:00:00,2020,2,1,13,0.0,0.0,0.0,0.0,1603.3486
329,ГРЭС-24                       ,GMOSEN29,2020-02-01 14:00:00,2020,2,1,14,0.0,0.0,15.016,0.0,1416.1296
330,Киришская ГРЭС                ,GKIRITES,2020-02-01 15:00:00,2020,2,1,15,175.0,148.219,26.781,1213.71423,1213.71423
331,Киришская ГРЭС                ,GKIRGRES,2020-02-01 16:00:00,2020,2,1,16,0.0,0.0,0.0,0.0,1237.2142
332,Киришская ГРЭС                ,GKIRGRE5,2020-02-01 17:00:00,2020,2,1,17,0.0,0.0,0.603,0.0,1285.3221
333,Киришская ГРЭС                ,GKIRGR02,2020-02-01 18:00:00,2020,2,1,18,795.0,611.648,183.352,1313.9287,1313.9287
334,Грозненская ТЭС               ,GCHECHE2,2020-02-01 19:00:00,2020,2,1,19,156.579,149.349,7.23,1843.00397,1843.00379
335,Грозненская ТЭС               ,GCHECHE1,2020-02-01 20:00:00,2020,2,1,20,173.4,161.138,12.262,1843.00842,1843.00842
336,Адлерская ТЭС                 ,GADLERT2,2020-02-01 21:00:00,2020,2,1,21,0.0,0.0,63.269,0.0,1704.6675
337,Адлерская ТЭС                 ,GADLERT1,2020-02-01 22:00:00,2020,2,1,22,183.0,165.97,17.03,1629.00771,1629.0077
338,Красноярская ГРЭС-2           ,GKRASGR2,2020-02-01 22:00:00,2020,2,1,22,136.0,109.792,26.208,796.67325,796.67331
339,Красноярская ГРЭС-2           ,GKRASGR1,2020-02-01 23:00:00,2020,2,1,23,364.0,293.856,70.144,789.23755,789.23755
340,Череповецкая ГРЭС             ,GVOLOGE1,2020-02-02 00:00:00,2020,2,2,0,0.0,0.0,7.531,0.0,933.3414
341,Череповецкая ГРЭС             ,GVOLOG10,2020-02-02 01:00:00,2020,2,2,1,232.5,202.81,29.69,890.56905,879.40942
342,Сургутская ГРЭС-1             ,GTUMENE2,2020-02-02 02:00:00,2020,2,2,2,1214.152,1050.502,163.65,859.9997,859.99974
343,Сургутская ГРЭС-1             ,GTUMENE1,2020-02-02 03:00:00,2020,2,2,3,665.99,566.177,99.813,863.83444,863.65939
344,Троицкая ГРЭС                 ,GTROIGR4,2020-02-02 04:00:00,2020,2,2,4,0.0,0.0,8.295,0.0,864.78503
345,Троицкая ГРЭС                 ,GTROIGR3,2020-02-02 05:00:00,2020,2,2,5,0.0,0.0,0.0,0.0,889.125
346,Троицкая ГРЭС                 ,GTROIGR1,2020-02-02 06:00:00,2020,2,2,6,35.0,35.0,0.0,921.13,921.13
347,Серовская ГРЭС                ,GSVERD30,2020-02-02 07:00:00,2020,2,2,7,427.68,357.478,70.202,902.5965,902.5965
348,Ставропольская ГРЭС           ,GSTAGRE6,2020-02-02 08:00:00,2020,2,2,8,0.0,0.0,0.0,0.0,1256.8624
349,Ставропольская ГРЭС           ,GSTAGRE5,2020-02-02 09:00:00,2020,2,2,9,165.0,108.178,56.822,1660.99124,1643.9257
350,Ставропольская ГРЭС           ,GSTAGRE4,2020-02-02 10:00:00,2020,2,2,10,155.0,98.178,56.822,1689.12231,1674.71748
351,Ставропольская ГРЭС           ,GSTAGRE2,2020-02-02 11:00:00,2020,2,2,11,280.0,158.388,121.612,1681.23829,1681.23829
352,Ставропольская ГРЭС           ,GSTAGRE1,2020-02-02 12:00:00,2020,2,2,12,140.0,79.393,60.607,1674.55569,1674.55571
353,Рязанская ГРЭС                ,GRYAZGR4,2020-02-02 13:00:00,2020,2,2,13,0.0,0.0,10.222,0.0,1261.2522
354,Рязанская ГРЭС                ,GRYAZGR3,2020-02-02 14:00:00,2020,2,2,14,0.0,0.0,16.292,0.0,1290.411
355,Рязанская ГРЭС                ,GRYAZGR2,2020-02-02 15:00:00,2020,2,2,15,0.0,0.0,20.444,0.0,1279.9277
356,Рязанская ГРЭС                ,GRYAZGR1,2020-02-02 16:00:00,2020,2,2,16,0.0,0.0,62.904,0.0,1263.2804
357,Псковская ГРЭС                ,GPSKOGR2,2020-02-02 17:00:00,2020,2,2,17,0.0,0.0,1.771,0.0,1306.2649
358,Псковская ГРЭС                ,GPSKOGR1,2020-02-02 18:00:00,2020,2,2,18,0.0,0.0,3.239,0.0,1316.874
359,Новочеркасская ГРЭС           ,GNCHEGRE,2020-02-02 19:00:00,2020,2,2,19,491.697,320.603,171.094,1672.99991,1672.99829
360,Новочеркасская ГРЭС           ,GNCHEGR3,2020-02-02 20:00:00,2020,2,2,20,450.0,125.701,324.299,1672.99998,1673.0
